paper_id,title,authors,text,metadata
08f6c419a42b6c922108349af6c1b2aaf2cc62b2,Determinants Of Oral corticosteroid Responsiveness in Wheezing Asthmatic Youth (DOORWAY): protocol for a prospective multicentre cohort study of children with acute moderate-to-severe asthma exacerbations,"F M Ducharme, R Zemek, J Gravel, D Chalut, N Poonai, S Laberge, C Quach, M Krajinovic, C Guimont, C Lemière, M C Guertin",Methods and analysis: The design is a prospective cohort study of 1008 children aged 1-17 years meeting a strict definition of asthma and presenting with a clinical score of ≥4 on the validated Pediatric Respiratory Assessment Measure. All children will receive standardised severity-specific treatment with prednisone/prednisolone and cointerventions (salbutamol with/without,"{""paper_id"": ""08f6c419a42b6c922108349af6c1b2aaf2cc62b2"", ""title"": ""Determinants Of Oral corticosteroid Responsiveness in Wheezing Asthmatic Youth (DOORWAY): protocol for a prospective multicentre cohort study of children with acute moderate-to-severe asthma exacerbat"", ""authors"": ""F M Ducharme, R Zemek, J Gravel, D Chalut, N Poonai, S Laberge, C Quach, M Krajinovic, C Guimont, C Lemi\u00e8re, M C Guertin""}"
24ec3df6486c04e0eb67d213475f3f1b20fe9fec,Infection & Chemotherapy,,"Background of guidelines Clinical practice guidelines based on evidence-based medicine promote evidence-based, objective, and efficient medical practices. Numerous evidence-based clinical practice guidelines have also been developed, including the treatment guideline for community-acquired pneumonia developed in 2009 . Additional data about the distribution of the causative bacteria of community-acquired pneumonia and","{""paper_id"": ""24ec3df6486c04e0eb67d213475f3f1b20fe9fec"", ""title"": ""Infection & Chemotherapy"", ""authors"": ""nan""}"
4c13be11a41de81fb7066f7993da218c463cfa1e,Specific Plasma Autoantibody Reactivity in Myelodysplastic Syndromes,"George I Mias, Rui Chen, Yan Zhang, Kunju Sridhar, Donald Sharon, Li Xiao, Hogune Im, Michael P Snyder, Peter L Greenberg","M yelodysplastic syndromes (MDS) encompass a diverse range of hematological disorders, with variable clinical outcomes resulting from individual patients' clinical and biological features 1, 2 . MDS pathogenesis involves multifaceted factors, related to intrinsic hematopoietic precursor cell abnormalities. The prevalent shared pathogenesis causing the ineffective hematopoiesis in MDS involves varying","{""paper_id"": ""4c13be11a41de81fb7066f7993da218c463cfa1e"", ""title"": ""Specific Plasma Autoantibody Reactivity in Myelodysplastic Syndromes"", ""authors"": ""George I Mias, Rui Chen, Yan Zhang, Kunju Sridhar, Donald Sharon, Li Xiao, Hogune Im, Michael P Snyder, Peter L Greenberg""}"
0f0bb7346d45679cc1bb2435c66d5ad3ef52c108,,"Beibei Wu, Liyin Wang, Lili Jiang, Lili Dong, Fengli Xu, Yili Lu, Jiahui Jin, Zhanyue Wang, Guang Liang, Xiaoou Shan","Introduction Sepsis is a systemic inflammatory response syndrome associated with a high rate of mortality (1) . The incidence of sepsis has been increasing over the last two decades. This increase has been more marked in developed countries, where 6-30% of patients in Intensive Care Units suffer from sepsis (2)","{""paper_id"": ""0f0bb7346d45679cc1bb2435c66d5ad3ef52c108"", ""title"": ""nan"", ""authors"": ""Beibei Wu, Liyin Wang, Lili Jiang, Lili Dong, Fengli Xu, Yili Lu, Jiahui Jin, Zhanyue Wang, Guang Liang, Xiaoou Shan""}"
fa9460f462e92e3ccbecc0e9fe406b886b7c1e35,The Moraxella adhesin UspA1 binds to its human CEACAM1 receptor by a deformable trimeric coiled-coil,"Rebecca Conners, Darryl J Hill, Elena Borodina, Christopher Agnew, Sarah J Daniell, Nicholas M Burton, Richard B Sessions, Anthony R Clarke, Lucy E Catto, Donna Lammie, Timothy Wess, R Leo Brady, Mumtaz Virji","Moraxella catarrhalis (Mx) is a human-specific bacterium present in the nasopharynx of up to 75% of healthy individuals, but frequently causes childhood otitis media, sinusitis and exacerbation of lung conditions in patients with chronic obstructive pulmonary disease (Karalus and Campagnari, 2000) . As such, it is associated with widespread morbidity.","{""paper_id"": ""fa9460f462e92e3ccbecc0e9fe406b886b7c1e35"", ""title"": ""The Moraxella adhesin UspA1 binds to its human CEACAM1 receptor by a deformable trimeric coiled-coil"", ""authors"": ""Rebecca Conners, Darryl J Hill, Elena Borodina, Christopher Agnew, Sarah J Daniell, Nicholas M Burton, Richard B Sessions, Anthony R Clarke, Lucy E Catto, Donna Lammie, Timothy Wess, R Leo Brady, Mumtaz Virji""}"
1a6e69772e4e79d9106015988c0d6ed48dc25ceb,"Caspase cleavage of viral proteins, another way for viruses to make the best of apoptosis","A Richard, D Tulasne","When a viral infection threatens cells, one of the first measures they take is to induce apoptosis to restrict viral replication and spread. [1] [2] [3] Dying this way, host cells are likely to generate specific signals aiming at triggering the immune system with innate and/or adaptative responses allowing the","{""paper_id"": ""1a6e69772e4e79d9106015988c0d6ed48dc25ceb"", ""title"": ""Caspase cleavage of viral proteins, another way for viruses to make the best of apoptosis"", ""authors"": ""A Richard, D Tulasne""}"
00e5a723d44eb9f2698c38b518eff85c00f9753b,,"Vijay Harypursat, Yao-Kai Chen,  Yao-Kai,  Chen","Coronaviruses have in the past been known to be the etiologic agents of mild upper respiratory infections in humans, similar to the ubiquitous and relatively benign ""common cold""-type upper respiratory illnesses induced by the human rhinoviruses in adults and children. Subsequent to the severe acute respiratory syndrome (SARS) outbreak in","{""paper_id"": ""00e5a723d44eb9f2698c38b518eff85c00f9753b"", ""title"": ""nan"", ""authors"": ""Vijay Harypursat, Yao-Kai Chen,  Yao-Kai,  Chen""}"
a1cdea1502a0fd90dbbff6e8a29480d856c03fed,Characterization of the Fecal Bacterial Microbiota of Healthy and Diarrheic Dairy Calves,"D E Gomez, L G Arroyo, M C Costa, L Viel, J S Weese","N eonatal calf diarrhea accounts for most of the morbidity and mortality in calves, accounting for >50% of total deaths, and has a large impact on the economy of dairy farms. 1 Although pathogenic bacteria (Escherichia coli, Salmonella spp), viruses (rotavirus, coronavirus), and protozoa (Cryptosporidium spp) can be found in","{""paper_id"": ""a1cdea1502a0fd90dbbff6e8a29480d856c03fed"", ""title"": ""Characterization of the Fecal Bacterial Microbiota of Healthy and Diarrheic Dairy Calves"", ""authors"": ""D E Gomez, L G Arroyo, M C Costa, L Viel, J S Weese""}"
6328beb961554b05276359e9c5b26d2e57cd52e9,Cytoplasmic Domains of Cellular and Viral Integral Membrane Proteins Substitute for the Cytoplasmic Domain of the Vesicular Stomatitis Virus Glycoprotein in Transport to the Plasma Membrane,"Carolyn E M L Y N N P U D D I N G T O N, J O , K Rose","used to construct chimeric cDNAs that encode the extracellular and transmembrane domains of the vesicular stomatitis virus glycoprotein (G) linked to the cytoplasmic domain of either the immunoglobulin u membrane heavy chain, the hemagglutinin glycoprotein of influenza virus, or the small glycoprotein (023) of infectious bronchitis virus. Biochemical analyses and","{""paper_id"": ""6328beb961554b05276359e9c5b26d2e57cd52e9"", ""title"": ""Cytoplasmic Domains of Cellular and Viral Integral Membrane Proteins Substitute for the Cytoplasmic Domain of the Vesicular Stomatitis Virus Glycoprotein in Transport to the Plasma Membrane"", ""authors"": ""Carolyn E M L Y N N P U D D I N G T O N, J O , K Rose""}"
15a02350efb8a42f62b4408ef471986d3cb4a5cd,A primer on stable parameter estimation and forecasting in epidemiology by a problem-oriented regularized least squares algorithm-NC-ND license (http://creativecommons.org/licenses/ by-nc-nd/4.0/),"Alexandra Smirnova, Gerardo Chowell","Introduction Developing tools for stable parameter estimation and reliable forecasting of emerging and re-emerging infectious disease epidemics represents a key priority for public health officials and government agencies in their work to prevent and mitigate disease threats. At the early stage of an outbreak, when incidence data are limited and","{""paper_id"": ""15a02350efb8a42f62b4408ef471986d3cb4a5cd"", ""title"": ""A primer on stable parameter estimation and forecasting in epidemiology by a problem-oriented regularized least squares algorithm-NC-ND license (http://creativecommons.org/licenses/ by-nc-nd/4.0/)"", ""authors"": ""Alexandra Smirnova, Gerardo Chowell""}"
81b22a5b5989dfc8f57c6d05fd29d3c735785887,Chimeric camel/human heavy-chain antibodies protect against MERS-CoV infection,"I M M U N O L O G Y, V Stalin Raj, † ‡ , Nisreen M A Okba, Javier Gutierrez-Alvarez, Dubravka Drabek, Brenda Van Dieren, W Widagdo, Mart M Lamers, Ivy Widjaja, Raul Fernandez-Delgado, Isabel Sola, Albert Bensaid, Marion P Koopmans, Joaquim Segalés, Albert D M E Osterhaus, Jan Berend,  Bosch, Luis Enjuanes, Bart L Haagmans","INTRODUCTION In 2012, a novel virus, termed Middle East respiratory syndrome coronavirus (MERS-CoV), was identified in humans (1) . Six years later, more than 2000 laboratory-confirmed MERS cases, including 36% with a fatal outcome, have been reported globally. Most cases thus far originated from the Arabian Peninsula, as a result","{""paper_id"": ""81b22a5b5989dfc8f57c6d05fd29d3c735785887"", ""title"": ""Chimeric camel/human heavy-chain antibodies protect against MERS-CoV infection"", ""authors"": ""I M M U N O L O G Y, V Stalin Raj, \u2020 \u2021 , Nisreen M A Okba, Javier Gutierrez-Alvarez, Dubravka Drabek, Brenda Van Dieren, W Widagdo, Mart M Lamers, Ivy Widjaja, Raul Fernandez-Delgado, Isabel Sola, Albert Bensaid, Marion P Koopmans, Joaquim Segal\u00e9s, Albert D M E Osterhaus, Jan Berend,  Bosch, Luis En""}"
28c268da4d9c10c4af9a56e9c405ad6db75d4361,Forty years with coronaviruses,Susan R Weiss,"A virulent new coronavirus is currently holding hostage much of the human population worldwide. This virus, SARS-CoV-2, which causes the COVID-19 disease, emerged in China from bats into a presumed intermediate species and then into humans. It then spread around the globe with ongoing devastating effects. This round of human","{""paper_id"": ""28c268da4d9c10c4af9a56e9c405ad6db75d4361"", ""title"": ""Forty years with coronaviruses"", ""authors"": ""Susan R Weiss\ue840""}"
f3725ca2fdaeaaf188c63878e4c6263408e52aa2,Open Forum Infectious Diseases ® Quantification of Torque Teno Virus and Epstein-Barr Virus Is of Limited Value for Predicting the Net State of Immunosuppression After Lung Transplantation,"Rickard Nordén, Jesper Magnusson, Anna Lundin, Ka-Wei Tang, Staffan Nilsson, Magnus Lindh, Lars-Magnus Andersson, Gerdt C Riise, Johan Westin","For patients with end-stage lung disease, limited life expectancy, and otherwise acceptable physical condition, lung transplantation may be a life-saving therapeutic option. The 5-year survival rate is only approximately 50% in most centers, and 2 major limiting factors for the outcome of lung transplantation are the frequent occurrence of infectious","{""paper_id"": ""f3725ca2fdaeaaf188c63878e4c6263408e52aa2"", ""title"": ""Open Forum Infectious Diseases \u00ae Quantification of Torque Teno Virus and Epstein-Barr Virus Is of Limited Value for Predicting the Net State of Immunosuppression After Lung Transplantation"", ""authors"": ""Rickard Nord\u00e9n, Jesper Magnusson, Anna Lundin, Ka-Wei Tang, Staffan Nilsson, Magnus Lindh, Lars-Magnus Andersson, Gerdt C Riise, Johan Westin""}"
49fb495cd0efde647aa99ec56606432699b1e88e,Middle East respiratory syndrome coronavirus in children ‫اجلديدة‬ ‫البشرية‬ ‫األمراض‬ ‫من‬ ‫التنفسية‬ ‫األوسط‬ ‫الشرق‬ ‫متالزمة‬ ‫تعد‬ ‫الفيروس‬ ‫هذا‬ ‫انتشر‬ ‫ولقد‬ ‫اجلديد.‬ ‫كورونا‬ ‫فيروس‬ ‫بها‬ ‫تسبب‬ ‫التي‬ ‫املعلومات‬ ‫كانت‬ ‫حني‬ ‫في‬ ‫املنشورة،‬ ‫التقارير‬ ‫حسب‬ ‫البالغني‬ ‫بني‬ ً ‫غالبا‬ ‫فيروس‬ ‫يظهر‬ ‫اآلن.‬ ‫حتى‬ ‫نادرة‬ ‫األطفال‬ ‫بني‬ ‫الفيروس‬ ‫هذا‬ ‫عن‬ ‫املنشورة‬ ‫أنه‬ ‫كما‬ ‫السريرية،‬ ‫املظاهر‬ ‫من‬ ‫كبيرة‬ ‫مبجموعة‬ ‫األطفال‬ ‫بني‬ ‫كورونا‬ ‫البالغني.‬ ‫بني‬ ‫عنها‬ ‫اإلبالغ‬ ‫مت‬ ‫التي‬ ‫تلك‬ ‫من‬ ‫أقل‬ ‫وفيات‬ ‫مبعدل‬ ‫مرتبط‬ ‫من‬ ‫يعانون‬ ‫الذين‬ ‫املرضى‬ ‫بني‬ ‫السيئة‬ ‫املرض‬ ‫نتائج‬ ‫ُالحظ‬ ‫ت‬ ‫ما‬ ً ‫وغالبا‬ ‫من‬ ‫يبلغ‬ ‫طفل‬ ‫حالة‬ ‫املقال‬ ‫هذا‬ ‫في‬ ‫نستعرض‬ ‫أخرى.‬ ‫صحية‬ ‫مشاكل‬ ‫أعراض‬ ‫إلى‬ ‫باإلضافة‬ ‫كورونا،‬ ‫بفيروس‬ ‫صيب‬ ُ ‫أ‬ ‫وقد‬ ‫أشهر،‬ 9 ‫العمر‬ ‫بالبحث‬ ‫قمنا‬ ‫لقد‬ ‫املوت.‬ ‫ثم‬ ‫ومن‬ ‫متعدد‬ ‫عضوي‬ ‫وفشل‬ ‫حادة‬ ‫تنفسية‬ ‫التي‬ ‫السريرية‬ ‫املظاهر‬ ‫وصف‬ ‫محاولة‬ ‫في‬ ‫وذلك‬ ‫العلمي‬ ‫األدب‬ ‫في‬ ‫بهذا‬ ‫اإلصابة‬ ‫خطر‬ ‫من‬ ‫تزيد‬ ‫التي‬ ‫والعوامل‬ ‫املرضى،‬ ‫هؤالء‬ ‫بها‬ ‫يظهر‬ ‫األطفال.‬ ‫بني‬ ‫املرض‬ ‫هذا‬ ‫ملثل‬ ‫املتوقعة‬ ‫النتائج‬ ‫وكذلك‬ ‫الفيروس،‬ Case Report,"Farah Thabet, May Chehab, Hind Bafaqih, Sulaiman Almohaimeed","T he Middle East respiratory syndrome (MERS) is a new human disease caused by a novel coronavirus (CoV) first reported in the Kingdom of Saudi Arabia (KSA) in September 2012. 1 The MERS-CoV is characterized by severe respiratory illness and highcase-fatality rates. 2, 3 As per the June 2014 update,","{""paper_id"": ""49fb495cd0efde647aa99ec56606432699b1e88e"", ""title"": ""Middle East respiratory syndrome coronavirus in children \u202b\u0627\u062c\u0644\u062f\u064a\u062f\u0629\u202c \u202b\u0627\u0644\u0628\u0634\u0631\u064a\u0629\u202c \u202b\u0627\u0623\u0644\u0645\u0631\u0627\u0636\u202c \u202b\u0645\u0646\u202c \u202b\u0627\u0644\u062a\u0646\u0641\u0633\u064a\u0629\u202c \u202b\u0627\u0623\u0644\u0648\u0633\u0637\u202c \u202b\u0627\u0644\u0634\u0631\u0642\u202c \u202b\u0645\u062a\u0627\u0644\u0632\u0645\u0629\u202c \u202b\u062a\u0639\u062f\u202c \u202b\u0627\u0644\u0641\u064a\u0631\u0648\u0633\u202c \u202b\u0647\u0630\u0627\u202c \u202b\u0627\u0646\u062a\u0634\u0631\u202c \u202b\u0648\u0644\u0642\u062f\u202c \u202b\u0627\u062c\u0644\u062f\u064a\u062f.\u202c \u202b\u0643\u0648\u0631\u0648\u0646\u0627\u202c \u202b\u0641\u064a\u0631\u0648\u0633\u202c \u202b\u0628\u0647\u0627\u202c "", ""authors"": ""Farah Thabet, May Chehab, Hind Bafaqih, Sulaiman Almohaimeed""}"
6bb0038a55ff68a2f47a36e8c845126da7fea61b,Effect of cadmium on the expression levels of interleukin-1α and interleukin-10 cytokines in human lung cells,"Caroline Odewumi, Lekan M Latinwo, Andre Sinclair, Veera L D Badisa, Ahkinyala Abdullah, Ramesh B Badisa","Introduction Cadmium is a hazardous environmental pollutant with economic value, however no known biological function. It is an industrial toxicant, which has been classified as a type I carcinogen (1, 2) . It is a highly reactive metal and complexes with ligands to form different compounds, which affect numerous biological","{""paper_id"": ""6bb0038a55ff68a2f47a36e8c845126da7fea61b"", ""title"": ""Effect of cadmium on the expression levels of interleukin-1\u03b1 and interleukin-10 cytokines in human lung cells"", ""authors"": ""Caroline Odewumi, Lekan M Latinwo, Andre Sinclair, Veera L D Badisa, Ahkinyala Abdullah, Ramesh B Badisa""}"
7a53295a349dc3079dc20b769ba956e07d7f2496,First report of Enterocytozoon bieneusi and Cryptosporidium spp. in peafowl (Pavo cristatus) in China,"Sheng-Yong Feng, Han Chang, Jing Luo, Jing-Jing Huang, Hong-Xuan He","Introduction Cryptosporidiosis and microsporidiosis, caused by Cryptosporidium spp. and Enterocytozoon bieneusi respectively, are two important emerging infectious parasitoses in humans and animals. Humans and other susceptible hosts can be infected through accidently ingesting food and water contaminated with oocysts and spores (Ben Ayed et al., 2012; Jedrzejewski et al., 2007;","{""paper_id"": ""7a53295a349dc3079dc20b769ba956e07d7f2496"", ""title"": ""First report of Enterocytozoon bieneusi and Cryptosporidium spp. in peafowl (Pavo cristatus) in China"", ""authors"": ""Sheng-Yong Feng, Han Chang, Jing Luo, Jing-Jing Huang, Hong-Xuan He""}"
7096c575274ae29d1398ec04938f568e5187c9a1,Human intestinal tract serves as an alternative infection route for Middle East respiratory syndrome coronavirus,"Jie Zhou, Cun Li, Guangyu Zhao, Hin Chu, Dong Wang, Helen Hoi-Ning,  Yan, Vincent Kwok, Man Poon, Lei Wen, Bosco Ho, Yin Wong, Xiaoyu Zhao, Man Chun Chiu, Dong Yang, Yixin Wang, Rex K H Au-Yeung, Ivy Hau-Yee Chan, Shihui Sun, Jasper Fuk-Woo Chan, Kelvin , Kai-Wang To, Ziad A Memish, Victor M Corman, Christian Drosten, Ivan Fan-Ngai,  Hung, Yusen Zhou, † Suet, Yi Leung, Kwok-Yung Yuen","INTRODUCTION Middle East respiratory syndrome coronavirus (MERS-CoV) was identified as a novel zoonotic virus causing human respiratory infection in 2012 (1) . As of July 2017, MERS-CoV has caused 2037 laboratoryconfirmed infection cases, including 710 deaths, with a crude case fatality rate of about 35% (2) . The clinical spectrum","{""paper_id"": ""7096c575274ae29d1398ec04938f568e5187c9a1"", ""title"": ""Human intestinal tract serves as an alternative infection route for Middle East respiratory syndrome coronavirus"", ""authors"": ""Jie Zhou, Cun Li, Guangyu Zhao, Hin Chu, Dong Wang, Helen Hoi-Ning,  Yan, Vincent Kwok, Man Poon, Lei Wen, Bosco Ho, Yin Wong, Xiaoyu Zhao, Man Chun Chiu, Dong Yang, Yixin Wang, Rex K H Au-Yeung, Ivy Hau-Yee Chan, Shihui Sun, Jasper Fuk-Woo Chan, Kelvin , Kai-Wang To, Ziad A Memish, Victor M Corman,""}"
b6ea35cdd357c55dddb3b9732487e664a26cc502,"Evaluation of antiviral -passive -active immunization (""sandwich"") therapeutic strategy for functional cure of chronic hepatitis B in mice","Bisheng Shi, Yanling Wu, Chunyu Wang, Xiaofang Li, Fan Yu, Bin Wang, Zhenlin Yang, Jianhua Li, Mifang Liang, Yumei Wen, Tianlei Ying, Zhenghong Yuan","Implications of all the available evidence Based on optimized antiviral treatment with potent human HB-sAb to rapidly decrease serum HBsAg, followed by boosting host with active immunization provides a novel strategy for functional cure of CHB. Introduction Over 257 million individuals are living with chronic HBV infection and are at","{""paper_id"": ""b6ea35cdd357c55dddb3b9732487e664a26cc502"", ""title"": ""Evaluation of antiviral -passive -active immunization (\""sandwich\"") therapeutic strategy for functional cure of chronic hepatitis B in mice"", ""authors"": ""Bisheng Shi, Yanling Wu, Chunyu Wang, Xiaofang Li, Fan Yu, Bin Wang, Zhenlin Yang, Jianhua Li, Mifang Liang, Yumei Wen, Tianlei Ying, Zhenghong Yuan""}"
